,employees,name,naf
485969,41,DIR SOLIDARITE CTRE MEDICO PSYCHO SOCIAL,88.99B
485970,41,DIR SOLIDARITE CENTRE PIERRE JAMET,88.99B
486138,32,DIRECTION GENERALE ADJOINTE DES SOLIDARITES,88.99B
486277,31,SERVICE PMI DU CONSEIL DEPARTEMENTAL,86.22C
486283,22,MAISON DEPARTEMENTALE DE L'ENFANCE,87.90A
486465,32,DIRECTION GENERALE DE LA SOLIDARITE,88.99B
486488,31,SERVICE SOLIDARITE DEP ET DE LA SANTE,88.99B
486560,32,CENTRE DEPARTEMENTAL ENFANCE DU PRADET,88.99B
486674,22,FOYER DEP DE L'ENFANCE GILBERT DE GUERRY,87.90A
486679,22,LABO ENVIRONNEMENT ET ALIMENTATION DE VENDEE,71.20B
486695,32,DGAS DIRECTION GENERALE ADJOINTE DES SOLIDARITES,88.99B
486735,22,RESID MERE-ENFANT CTRE DPTAL ENF FAMILLE,87.90B
486843,22,DVIS.ASSISTANTES MATERNELLES,88.99B
486876,32,IDEA,84.13Z
486879,32,AGENCE TERRITORIALE ROUTIERE,84.13Z
486883,32,POLE DES SOLIDARITES DEPARTEMENTALES,88.99B
486919,32,DIRECTION SOLIDARITE ET FAMILLE,88.99B
487001,41,DIRECTION DES ACTIONS EDUCATIVES,84.13Z
487012,32,POLE SOLIDARITES - DIR FAMILLE-ENFANCE-JEUNESSE,88.99B
487018,32,DIRECTION ENFANCE FAMILLE DEF,88.99B
487021,31,SCE EAU ET ASSAINISSEMENT SEINE ST DENIS,36.00Z
487337,32,PEF DPEJ SAAP ACC FAMILIAL DEP B330,88.99B
487376,31,DGAS - DIRECTION ENFANCE,88.99B
487650,32,DISP CENTRE PMI ET PF,86.22C
487656,22,DISPENSAIRE CENTRE PMI,86.22C
487672,22,DISPENSAIRE CENTRE PMI ET PF,86.22C
487835,52,CONSEIL REGIONAL P.A.C.A.,84.11Z
487865,51,CONSEIL REGIONAL,84.11Z
487867,22,FORMATION PROFESSIONNELLE CONTINUE,84.12Z
487869,42,CONSEIL REGIONAL DES PAYS DE LA LOIRE,84.11Z
487881,51,ESPACE REGIONAL DE NANTES,84.11Z
487913,52,GESTION ADMINISTRATIVE DES LYCEES,84.11Z
487916,31,SERVICES DE L'ASSEMBLEE REGIONALE,84.11Z
487918,22,SERVICE ADMINISTRATIF ANNEXE,84.11Z
489576,32,SMECTOM DU PLANTAUREL,84.11Z
491008,22,SERVICE ASSAINISSEMENT,37.00Z
491627,22,SERVICE D'EAU,36.00Z
494761,42,DECHETS MENAGERS ET ASSIMILES,38.11Z
494808,22,REGIE ENVIRONNEMENT,38.11Z
495349,22,BIBLIOTHEQUE RENNES METROPOLE,91.01Z
495630,22,COLLECTE ET VALORISATION DES DECHETS MENAGERS,38.11Z
495938,22,TRAITEMENT DES EAUX USEES,37.00Z
496282,22,DECHETS,38.11Z
497476,31,SERVICE ASSAINISSEMENT,84.12Z
497481,32,ELIMINATION ET VALORISATION DES DECHETS,38.11Z
497821,22,SERVICE D'ASSAINISSEMENT,37.00Z
500856,32,LOG FOYER LES HEURES CLAIRES,87.10A
500904,32,ASSAINISSEMENT,37.00Z
500920,22,SERVICE COLLECTE ORDURES MENAGERES,38.11Z
500927,22,EHPAD RESIDENCE GEORGES DELFOSSE,87.10A
501948,22,EHPAD ELSA TRIOLET,87.10A
502352,22,REGIE AUTONOME EAU POTABLE,36.00Z
503302,22,SERVICE MUNICIPAL DES EAUX,36.00Z
504299,22,CENTRE TECHNIQUE DE TORCY,84.11Z
504300,22,CENTRE TECHNIQUE DE ST VALLIER,84.11Z
504576,22,SERVICE DES EAUX,36.00Z
506508,22,EHPAD PLAISANCE,87.10A
506670,22,REGIE DES TRANSPORTS,49.39A
506913,22,BUREAU ADMINISTRATIF OPERA,84.11Z
508816,22,SERVICE AIDE ET ACCOMPAGNEMENT A DOMICILE,88.10A
509692,22,PRALOUP UBAYE 04,49.39C
509874,22,REGIE SYNDICALE DES STATIONS DU QUEYRAS,49.39C
513325,32,RESE,36.00Z
518342,22,EHPAD GEORGES BRASSENS,87.10A
529048,22,BUREAUX ADMINISTRATIF,38.11Z
530984,22,BUREAUX ADMINISTRATIFS,91.04Z
538777,22,CONSERVATOIRE MUSIQUE DANSE TARN,84.12Z
538952,22,POLE DES ENERGIES RENOUVELABLES,38.21Z
539988,22,ELIMINATION DES DECHETS,38.11Z
542164,22,CENTRE VALORISATION ORGANIQUE,84.12Z
542217,22,USLD HOTEL DIEU,86.10Z
542219,22,EHPAD EMILE PELICAND,87.10A
542245,22,EHPAD DE TOUGIN,87.10A
542797,32,CTRE MEDICAL ALBARINE,86.10Z
542946,32,CRF JACQUES FICHEUX,86.10Z
543830,22,CENTRE DE PSYCHOTHERAPIE DU C.H.S.,86.10Z
543845,31,UNITE SOINS LONGUE DUREE EHPAD,86.10Z
543861,41,HOPITAL,86.10Z
543866,22,EHPAD FONTENELLE ET TREMOLIERE,87.10A
544173,22,EHPAD CHANT'ALOUETTE,87.10A
544179,31,EHPAD DE COURTAIS,87.10A
544615,32,CTRE HOSPITALIER SPECIALISE YZEURE,86.10Z
544648,32,CENTRE PSYCHOTHERAPIQUE,86.10Z
544666,22,PAVILLON ANDRE CHANTEMESSE,86.10Z
544668,22,P¿VILLON FRANCOIS MERCIER,86.10Z
545113,42,CH DE DIGNE LES BAINS,86.10Z
545205,22,EHPAD LES TROIS FONTAINES,87.10A
545559,22,MAISON DE RETRAITE AUGUSTIN GUILLAUME,87.10A
545563,42,SITE HOSPITALIER DE GAP,86.10Z
545567,31,SITE HOSPITALIER DE SISTERON,86.10Z
545580,22,AU SAVEL,87.10A
545625,22,LA SOFIETA,87.10A
545730,22,CCAS,88.99B
545889,42,CHR HOPITAL CIMIEZ,86.10Z
545892,51,HOPITAL DE L'ARCHET,86.10Z
545894,51,CHR HOPITAL PASTEUR,86.10Z
545897,22,CENT CONVALESCENCE DE TENDE,86.10Z
546228,22,EHPAD ETAB HEBERGEANT PERS AGEES DEPENDANTES,87.10A
546344,22,EHPAD LE CHARNIVET,87.10A
546803,22,EHPAD DE L'HOPITAL DE LA VOULTE,87.10A
546806,22,ULSD CTRE HOSPITALIER VALS ARDECHE,86.10Z
547413,41,CH BELAIR,86.10Z
547540,22,CENTRE HOSPITALIER DE VOUZIERS,86.10Z
547542,22,EHPAD DU CH VOUZIERS,87.10A
547571,22,MAPAD,87.10A
547577,22,EHPAD CH TARASCON SUR ARIEGE,87.10A
547641,22,EHPAD RESIDENCE LE BARIOL,87.10A
547656,22,INSTITUTS DE FORMATION (IFSI-IFSA),85.42Z
547664,22,SITE DE LAVELANET,86.10Z
548115,22,SECTION MOYEN SEJOUR,86.10Z
548117,31,EHPAD LE DOMAINE DE NAZARETH,87.30A
548133,22,EHPAD LE PARC ET FONTARCE,87.10A
548995,31,EHPAD IENA,87.10A
549002,22,DOTATIONS NON AFFECTEES,66.19A
549005,22,EHPAD LES RIVES D'ODE,87.10A
549023,22,EHPAD LA CAPONADA,87.10A
549051,22,CMP PSY INFANTO-JUVENILE,88.99B
549614,22,EHPAD ST JACQUES CH RODEZ,87.10A
550246,41,MAISON DE RETRAITE DU PETIT BOSQUET,87.10A
550320,51,HOPITAL DE LA CONCEPTION,86.10Z
550321,52,LA TIMONE HOPITAL D'ADULTES,86.10Z
550323,42,HOPITAL STE MARGUERITE,86.10Z
550325,51,HOPITAL NORD,86.10Z
550337,42,HOPITAL ENFANTS TIMONE,86.10Z
550344,31,HOPITAL HOUPHOUET BOIGNY,86.10Z
550348,42,ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE,86.10Z
550380,42,PSY13,86.10Z
550484,42,HOPITAL REGIE 1,86.10Z
550563,22,C.C.A.S,88.99B
550946,22,CAT,88.10C
550951,22,I.M.E.,87.10B
551310,22,LA MAISON DE JEANNE,87.10A
552863,22,EHPAD BEAULIEU,87.10A
552871,22,EHPAD LA PROVIDENCE,87.10A
553462,22,USLD AQUITANIA,86.10Z
553466,22,EHPAD AQUITANIA,87.10A
553542,22,SCE MAINTIEN A DOMICILE,88.10A
553676,22,PSYCHIATRIE,86.10Z
553722,22,EHPAD DU CENTRE HOSPITALIER DE MARENNES,87.10A
554504,22,SCE PRESTATAIRE D'AIDE A DOMICILE,88.10A
554516,41,EHPAD LES RESIDENCES DE BELLEVUE,87.10A
554533,42,CH BOURGES - JACQUES COEUR,86.10Z
554597,22,USSR PERSONNES AGEES,86.10Z
554600,22,EHPAD LA NOUE,87.10A
555019,41,ETS INTERCOMMUNAL SANTE MENTALE DU CHER,86.10Z
555022,22,ACCUEIL FAMILIAL THERAPEUTIQUE,87.90B
555126,32,CENTRE DE FORMATION,85.42Z
555140,22,SITE SPECIALISE HENRI LABORIT,86.10Z
555503,22,MAISON D ACCUEIL SPECIALISEE,87.10C
555648,22,FOYER DE VIE DE L EPDA DU GLANDIER,87.20A
555667,22,ANNEXE CHG AJACCIO V240,86.10Z
555877,22,AUTRES SERVICES LOI 75 MAS TATTONE,87.10C
555900,22,EHPAD,87.30A
555931,52,HOPITAL LE BOCAGE,86.10Z
555936,41,MEDECINE A CHAMPMAILLOT,86.10Z
556000,31,EHPAD RESIDENCE MEDICALISEE MORLEVAT,87.10A
556890,22,MAISON DE RETRAITE HOSPITALIERE EHPAD,87.10A
556918,31,CENTRE HELIO-MARIN DE TRESTEL,86.10Z
556929,32,EHPAD JARDIN ANGLAIS,87.10A
556949,32,MAISON DE RETRAITE DES CAPUCINS,87.10A
556954,22,FOURNITURE DE REPAS,56.29B
556955,32,LUTTE CONTRE L'ALCOOLISME,86.21Z
557217,22,E.H.P.A.D,87.10A
558036,22,CENTRE HOSPITALIER MOYEN SEJOUR,86.10Z
558086,22,EHPAD ANNA QUINQUAUD,87.10A
558814,22,AIDE MENAGERE,88.10A
559156,31,EHPAD BEAUFORT MAGNE,87.30A
559159,22,EHPAD PARROT,87.30A
559178,22,EHPAD LE COLOMBIER,87.10A
559245,22,ESAT CLAIRVIVRE,88.10C
559650,32,EHPAD DE BELLEVAUX,87.10A
559653,41,CHRU ST JACQUES,86.10Z
559655,52,CHRU JEAN MINJOZ,86.10Z
560035,42,SITE LES RIVES DU DOUBS,86.10Z
560340,32,EHPAD JACQUES WEINMAN,86.10Z
560373,22,EHPAD CENTRE HOSPITALIER DIE,87.10A
560461,41,SITE DE MONTELEGER,86.10Z
560894,22,IME DU DOMAINE DE LORIENT,87.10B
560909,32,EHPAD CLAIREFOND ET MONTS DU MATIN,87.10A
560915,32,SITE DE SAINT VALLIER,86.10Z
561292,32,POLE SANITAIRE DU VEXIN DE GISORS,86.10Z
561354,22,RESIDENCE DES REFLETS D'ARGENT,87.10A
561365,22,EHPAD CHAG,87.10A
562112,22,EHPAD SAINT MICHEL,87.10A
562114,22,EHPAD AUGUSTE RIDOU,87.10A
562119,41,CENTRE HOSPITALIER DE VERNON,86.10Z
562210,22,ETS FORMATION POLYVALENT,85.42Z
562214,42,CH LOUIS PASTEUR  LE COUDRAY,86.10Z
562217,41,EHPAD  HOTEL DIEU,87.10A
562220,22,EHPAD VAL DE L'EURE,87.10A
562258,22,EHPAD LA CHARMERAIE DU CH NOGENT LE ROTROU,87.10A
562436,22,CDE,88.99B
563009,22,MAISON DE RETRAITE EHPAD,87.10A
563100,22,EHPAD MAISON DE RETRAITE,87.10A
563103,31,HOPITAL LE JEUNE,86.10Z
563114,22,EHPAD DE L'HOPITAL,87.10A
563666,51,CTRE HOSPITALIER GENERAL LAENNEC,86.10Z
563669,32,HOPITAL CONCARNEAU,86.10Z
563753,22,EHPAD TI AVALOU,87.10A
563757,41,CENTRE HOSPITALIER LOUIS PASTEUR,86.10Z
563775,32,CENTRE DE LONG SEJOUR SERRE-CAVALIER,86.10Z
563780,32,CTRE MEDICAL DU GRAU DU ROI,86.10Z
563787,32,EHPAD SERRE CAVALIER,87.10A
563790,22,SERVICE LUTTE ALCOOLOGIE TOXICOMANIE,87.20B
563861,22,CENT SECTO PSYCHIA CHG ALES,86.10Z
563862,22,SERV MEDI D URGENCE ET REANIMA,86.90A
563864,22,UNITE DE SOINS NORMALISES PSYCHIATRIE,86.10Z
563883,22,EHPAD LES JARDINS DE LA CEZE,87.10A
563956,22,LES CHATAIGNIERS DE PONTEILS,86.10Z
564381,32,DE LA HAUTE GARONNE,87.90A
564412,51,HOTEL DIEU SAINT JACQUES,86.10Z
564414,22,CRF LA FONTAINE SALEE,86.10Z
564415,52,HOPITAL PURPAN,86.10Z
564416,51,HOPITAL DE RANGUEIL,86.10Z
564417,22,HOPITAL DE LA GRAVE,86.10Z
564462,51,HOPITAUX MERE ET ENFANTS,86.10Z
564463,41,HOPITAL LARREY,86.10Z
564470,32,UNITE DE SSR HOPITAL GARONNE,86.10Z
564472,22,PSYCHIATRIE ADULTE,86.10Z
564473,41,CHU ONCOPOLE,86.10Z
564552,31,CTRE DE REEDUCATION FONCTIONNELLE,86.10Z
564566,22,EHPAD ORELIA,87.10A
564567,22,UNITE SOINS LONGUE DUREE USLD,86.10Z
564594,22,MAISON D ACCUEIL SPECIALISEE MARCEL SENDRAIL,87.10C
564597,22,AUTRE SERVICE,87.90B
564670,22,ETS MEDICO EDUCATIF MONTAUDRAN,87.10B
564691,22,DISPENSAIRE CENTRAL,86.21Z
564692,22,EHPAD LE REPOS,87.10A
565573,22,ACCUEIL ADULTES HANDICAPES LE MAS,87.10C
565580,22,EHPAD BOCAGE AUSCITAIN,87.10A
565637,22,MAISON ENFANT CARACTERE SOCIAL,87.90A
566982,41,HOPITAL JEAN HAMEAU,86.10Z
567003,32,HOPITAL GARDEROSE,86.10Z
567036,22,EHPAD ESPACE LATOUR DU PIN,87.10A
567038,22,EHPAD DU CH DE STE FOY,87.10A
567068,41,SIEGE ADMINISTRATIF,86.10Z
567070,52,HOPITAUX DE PELLEGRIN & TONDU,86.10Z
567073,22,CENTRE JEAN ABADIE,86.10Z
567074,51,HOPITAL SAINT ANDRE,86.10Z
567076,52,HOPITAL DU HAUT-LEVEQUE,86.10Z
567101,22,CTRE LONG SEJOUR XAVIER ARNOZAN,86.10Z
567109,22,CENTRE DE LONG ET MOYEN SEJOUR,86.10Z
567110,22,INSTIT.FORMAT.CARRIERE SANTE,86.10Z
567321,22,EHPAD HOPITAL LOCAL PEZENAS,87.10A
567339,22,EHPAD LA PINEDE,87.10A
567343,22,CTRE DE PSYCHOTHER CAMILLE CLAUDEL,86.10Z
567363,22,CENTRE LONG SEJOUR CH BEZIERS,86.10Z
567375,22,EHPAD CH CLERMONT L' HERAULT,87.10A
567391,51,HOPITAL LAPEYRONIE,86.10Z
567392,22,BELLEVUE,86.10Z
567393,42,SAINT ELOI,86.10Z
567396,22,CRECHE HOSP BELLEVUE BOUTONNET,88.91A
567397,42,GUI DE CHAULIAC,86.10Z
567401,41,LA COLOMBIERE,86.10Z
567408,32,CENT SECTOR PSYCHIATRIQUE,86.10Z
567410,22,SAMU,86.10Z
567425,51,CENT ADMINIST ANDRE BENECH,86.10Z
567427,42,HOPITAL ARNAUD DE VILLENEUVE,86.10Z
567583,22,MAISON DE RETRAITE JEAN PERIDIER,87.10A
567627,22,MARIE CAIZERGUES,87.90A
567955,32,EHPAD CLAUDE GOUDET,87.30A
568003,31,LONG SEJOUR DU ROSAIS CH ST MALO,86.10Z
568014,22,EHPAD LA HAIZE,87.10A
568018,22,MAISON DE SANTE LA GAUTRAYS,86.10Z
568027,42,SITE HOPITAL SUD,86.10Z
568030,22,CTRE CONSUL TRAIT DENTAIRES,86.10Z
568034,41,CHR RENNES HOTEL DIEU,86.10Z
568040,32,SITE LA TAUVRAIS,86.10Z
568042,22,C.H.R ECOLE R. DESNOS PONTCHAILLOU,85.42Z
568049,22,MAISON DE RETRAITE,87.10A
568068,22,FOYER OCCUPATIONNEL C CLAUDEL,87.20A
568099,32,CHS-ECOLE BOIS PERRIN,86.10Z
568115,31,CENTRE LE PLACIS VERT,86.10Z
568170,22,EHPAD L'ABBAYE,87.10A
568246,22,EHPAD L'ADAGIO,87.10A
568527,22,EHPAD MORDELLES,87.10A
568620,22,SERVICE SOINS INFIRMIERS ¿ DOMICILE,86.90D
569162,32,CENTRE PSYCHOTHERAPIQUE GIREUGNE,86.10Z
569170,32,CENTRE HOSPITALIER ANTENNE DE LE BLANC,86.10Z
569180,22,CENTRE DE CURE MEDICAL,86.10Z
569182,22,EHPAD LES GRANDS CHENES,87.10A
569254,22,EHPAD LE NAHON,87.10A
569545,22,FOYER AIDE SOCIALE ENFANCE,87.90A
569593,22,EHPAD PUYGIBAULT,87.10A
569601,22,EHPAD CH LUYNES,87.10A
569604,22,UNITE SOINS SUITE REEDUCATION,86.10Z
569622,22,CENTRE LOUIS SEVESTRE,86.10Z
569627,51,CHRU BRETONNEAU TOURS,86.10Z
569628,42,CHRU CLOCHEVILLE TOURS,86.10Z
569629,22,CTRE CONVAL. L'ERMITAGE CHRU TOURS,86.10Z
569636,31,CENTRE PSYCHOLOGIQUE TOURS SUD,86.10Z
569637,22,CLINIQUE PSYCHIATRIQUE UNIVERSITAIRE,86.10Z
569646,51,CHRU TROUSSEAU CHAMBRAY,86.10Z
570098,41,HOPITAL FRANCOIS RABELAIS,86.10Z
570107,22,EHPAD LES GROUSSINS,87.10A
570115,41,HOPITAL ROBERT DEBRE,86.10Z
570166,22,USLD DELPHINE NEYRET,86.10Z
570330,22,CMP ADOLESCENTS JARDIN DE L'ALLIANCE UF 4420,86.10Z
570510,31,EHPAD LE PERRON,87.10A
570511,22,FOYER ACCUEIL MEDICALISE LE PERRON,87.20A
570521,41,HOPITAL SUD,86.10Z
570547,22,ECOLE SANITAIRE CHU NORD,85.32Z
570548,22,CENTRE GERONTOLOGIE SUD,87.10A
570584,22,EHPAD CH VIENNE,87.10A
570617,22,EHPAD CH VOIRON,87.10A
570637,22,ESAT ESTHI,88.10C
571550,22,CH JURA SUD SITE CHAMPAGNOLE,86.10Z
571588,22,CENTRE HOSPITALIER ARBOIS,86.10Z
571589,22,CENTRE HOSPITALIER POLIGNY,86.10Z
571646,22,EHPAD LES ABERJOUX,87.10A
571705,22,ESAT-AC,88.10C
572580,22,EHPAD EUGENIE DESJOBERT,87.10A
572746,22,EHPAD LE CHANT DES PINS,87.30A
573020,22,MOYEN SEJOUR LE LANOT,86.10Z
573025,22,UNITE SOINS LONGUE DUREE,86.10Z
573160,32,CENTRE HOSPITALIER SITE DE SAINT ANNE,86.10Z
573164,32,EHPAD-USLD CENTRE DE NOUVIELLE,86.10Z
573252,22,EHPAD MAISON RETRAITE PIMPENEAU ORANGERIE ET OASIS,87.10A
573260,22,EHPAD PINCONNIERE LE LAC ET LA FORET,87.10A
573305,22,EHPAD VAU DE CHAUME,87.10A
573342,22,EHPAD- CSAG,87.10A
573756,22,LONG SEJOUR,86.10Z
573816,22,LONG SEJOUR SITE DE BONVERT,86.10Z
573831,42,HOPITAL DE BELLEVUE,86.10Z
573834,32,ADMINISTRATION GENERALE,86.10Z
573835,32,HOPITAL DE LA CHARITE,86.10Z
573909,42,DIRECTION GENERALE,86.10Z
573996,22,ESAT DU CDAT,88.10C
574318,22,HOPITAL DU GIER SITE MARREL SSR,86.10Z
574320,41,HOPITAL DU GIER MCO,86.10Z
574321,31,HOPITAL DU GIER SITE PINAY GERIATRIE,86.10Z
574498,32,CENTRE HOSPITALIER PIERRE GALLICE LANGEAC,86.10Z
574808,42,CENTRE HOSPITALIER LE PUY - EMILE ROUX,86.10Z
575056,52,CHU NANTES HOTEL DIEU ET HME,86.10Z
575057,42,HOPITAL ST JACQUES,86.10Z
575061,51,HOPITAL GUILLAUME ET RENE LAENNEC,86.10Z
575062,22,CTRE SOINS LONGUE DUREE CHR,86.10Z
575066,41,HOP PSYCHIATRIQUE ST JACQUES,86.10Z
575101,32,USLD BEAUSEJOUR,86.10Z
575124,22,CENTRE HOSPITALIER LEON BELLIER,86.10Z
575175,31,CENTRE HOSPITALIER HEINLEX,86.10Z
575331,31,SCE AIDES A LA POPULATION,88.10A
575782,22,ESPAS,88.99B
575851,41,MAISON ACCUEIL SPECIALISEE SAINT BREVIN,87.10C
575871,22,HOPITAL DE PAIMBOEUF,86.10Z
575874,32,HOPITAL DE PORNIC LA CHAUSSEE,86.10Z
575875,22,EHPAD PORNIC,87.10A
575886,31,HOPITAL LOCAL DU LOROUX BOTTEREAU,86.10Z
575887,32,HOPITAL LOCAL DE VERTOU,86.10Z
575903,32,SITE DE GUERANDE,86.10Z
575908,22,EHPAD FLEUR DE SEL,87.10A
575969,22,EHPAD HOPITAL LOCAL NEUVILLE AUX BOIS,86.10Z
575973,22,HOPITAL MADELEINE ORLEANS,86.10Z
575975,52,HOPITAL LA SOURCE,86.10Z
575976,32,EHPAD LE BOIS FLEURI,87.10A
575988,32,USLD SARAN,86.10Z
576003,22,SITE JEANNE D'ARC DE GIEN,86.10Z
576028,31,EHPAD LA VIGNE,87.10A
576066,22,EHPAD ANNEXE HOPITAL SULLY SUR LOIRE,87.10A
576655,22,EHPAD MONTVIGUIER,87.10A
576657,32,HOPITAL JEAN COULON,86.10Z
576675,31,HOPITAL DE SAINT CERE,86.10Z
576704,22,EHPAD RESIDENCE D'OLT,87.10A
577423,22,EHPAD LE PORT DE GAJAC,87.10A
577561,22,SERVICE SOINS A DOMICILE,88.10A
577971,41,CTRE DE CURE MEDIC ET REEDUC FONCT,86.10Z
578034,22,RESIDENCE ART&LOIRE,87.10A
578142,22,CHS LA ROCHE MORNA CESAME,86.10Z
578287,22,SERVICE D'AIDE MENAGERE,88.10A
578500,32,EPMS DE L'ANJOU,87.20A
578944,22,EHPAD  DE BAUGE,87.10A
578959,31,HOPITAL LOCAL DE CHEMILLE,86.10Z
578962,22,HOPITAL LOCAL DE VIHIERS,86.10Z
579323,22,ETABLISSEMENT DE TRAVAIL PROTEGE SAINT-JAMES,88.10C
579377,41,HOPITAL D AVRANCHES,86.10Z
580043,41,AMERICAN MEMORIAL HOPITAL,86.10Z
580044,32,HOPITAL SEBASTOPOL,86.10Z
580045,31,EHPAD WILSON,87.10A
580046,51,HOPITAL MAISON BLANCHE,86.10Z
580063,22,RESIDENCE ROUX(USLD),86.10Z
580079,41,EHPAD MARGUERITE ROUSSELET,87.10A
580081,41,POLE LOGISTIQUE,84.11Z
580110,22,EHPAD ARC EN CIEL JEAN JUIF,87.10A
580132,22,RESIDENCE PAUL GERARD,87.10A
581152,32,CLINIQUE HENRI EY,86.10Z
581286,22,HOPITAL ET SERVICE LONG SEJOUR,86.10Z
581852,41,HOPITAL ANDRE BRETON,86.10Z
582045,22,EHPAD JEANNE JUGAN,87.10A
582059,22,SERVICE PSYCHIATRIQUE ADULTE LAVALLOIS,86.10Z
582087,22,C.H.N.M. PSYCHIATRIE,86.10Z
582879,22,FOYER ACCUEIL SPECIALISE DE ROSIERE,87.20A
582899,22,MAS CAPS,87.10C
584359,22,CMP INTER VANNES,86.10Z
584510,22,FOYER EPHAD PASCOT,87.10A
584542,22,SERVICE AIDE MENAGERE A DOMICILE,88.10A
585138,22,GHBS - EHPAD KERBERNES,87.10A
585140,51,GHBS - HOPITAL DU SCORFF,86.10Z
585142,22,GHBS - EHPAD KERLIVIO,87.10A
585144,42,GHBS - CH QUIMPERLE,86.10Z
585157,32,GHBS - CHPLR HOPITAL PORT LOUIS,86.10Z
585159,22,GHBS - CHLF HOPITAL LE FAOUET,86.10Z
585178,51,CENTRE HOSPITALIER CHUBERT,86.10Z
585179,41,CTRE HOSPITALIER SITE D'AURAY,86.10Z
585186,22,EHPAD LES MAISONS DU LAC,87.10A
585189,22,MAISON DE RETRAITE PRATEL IZEL,87.10A
585193,32,INSTITUT FORMATION DES PROFESSIONNELS DE SANTE,85.42Z
585217,22,EHPAD SITE DE PONTIVY,87.30A
585221,32,SSIAD,86.90D
585225,22,INSTITUT DE FORMATION EN SOINS INFIRMIERS,85.42Z
585267,22,HOPITAL SAINT JOSEPH,86.10Z
585317,22,EHPAD LES JARDINS DE SAINT-JACQUES,87.10A
585319,22,INSTITUT MEDICO PEDAGOGIQUE,87.10B
585323,42,CENTRE HOSPITALIER DE SARREGUEMINES,86.10Z
585662,22,SERVICE PRODUCTION ET COMMERCIALISATION,88.10C
585673,31,HOPITAL BON SECOURS,86.10Z
585675,22,CENTRE FELIX MARECHAL,86.10Z
585692,42,HOPITAL BEL AIR,86.10Z
585703,22,EHPAD FELIX MARECHAL,87.10A
585709,22,HOPITAL D'HAYANGE,86.10Z
585750,32,UNITE DE SOINS DE LONGUE DUREE,86.10Z
585765,41,SITE SAINT NICOLAS,86.10Z
585829,22,CHS CLINIQUE DU PRE-POITIERS,86.10Z
585851,22,LONG SEJOUR HOPITAL,86.10Z
585855,22,EHPAD CLAMECY CH,87.10A
587110,22,EHPAD GENEVIEVE ET ROGER BAILLEUL,87.10A
587414,41,HOPITAL ALBERT CALMETTE,86.10Z
587417,32,HOPITAL SWYNGHEDAUW,86.10Z
587419,22,S.A.M.U,86.10Z
587421,32,CENTRE DE SOINS DENTAIRES ABEL CAUMARTIN,86.10Z
587422,22,CSPA LES BATELIERS,86.10Z
587423,51,HOPITAL ROGER SALENGRO - HOPITAL B,86.10Z
587424,42,HOPITAL CARDIOLOGIQUE,86.10Z
587426,22,INSTITUT DE FORMATION PARAMEDICALE,85.42Z
587428,22,USLD LES BATELIERS,86.10Z
587437,51,HOPITAL CLAUDE HURIEZ,86.10Z
587443,42,HOPITAL JEANNE DE FLANDRES,86.10Z
587444,22,HOPITAL JOUR PSYCHIAT ADULTES,86.10Z
587447,31,INSTITUT FORMATION PARAMEDICAUX,85.42Z
587448,22,EHPAD LES BATELIERS,87.10A
587453,22,SSR JARDINS DU VELODROME,86.10Z
587457,32,MATERNITE PAUL GELLE,86.10Z
587459,51,CTRE HOSPITALIER VICTOR PROVO,86.10Z
587467,31,HOPITAL DE LA FRATERNITE,86.10Z
587504,22,ETS HEBERGEMENT PERS AGEES DEPENDANTES,87.30A
587523,22,EHPAD RESIDENCE FRANCOISE DE LUXEMBOURG,87.10A
587579,22,CTRE MEDICO PSYCHOLOGIQUE,88.99B
587598,22,EHPAD LES CHARMILLES,87.10A
587648,32,SERVICE DE MOYEN SEJOUR,86.10Z
587651,22,EHPAD LEONCE BAJART,87.30A
587664,32,INST FORMATION SOINS INFIRMIERS,85.42Z
587699,22,EHPAD RESIDENCE ESTREELLE,87.10A
587721,22,CENTRE HOSPITALIER CARVIN,86.10Z
587746,42,HOPITAL G. CHATILIEZ,86.10Z
587747,22,RESIDENCE MALATRAY,87.10A
587756,22,EHPAD RESIDENCE MAHAUT DE GUISNE,87.10A
587759,22,EHPAD LES MAISONNEES,87.10A
587767,22,CTRE DE GERIATRIE - MOYEN SEJOUR,86.10Z
587770,22,EHPAD RESIDENCE LE MOLINEL,87.10A
587772,42,EPSM-LILLE-METROPOLE,86.10Z
587798,22,MAS RESIDENCE BERTHE MORISOT,87.10C
587808,22,HC UNITES D'HOSPITALISATION DE SECLIN G09 G10,86.10Z
588022,22,ACCUEIL MERES ENFANTS METROPOLE LILLOISE,87.90B
588023,22,INST REHABIL PAROLE AUDITION,87.10B
588025,32,MAISON DE L'ENFANCE ET LA FAMILLE METROPOLE LILLE,87.90A
588026,22,POLE PETITE ENFANCE METROPOLE LILLOISE,87.90A
588028,31,MAISON DE L'ENFANCE ET FAMILLE DU VALENCIENNOIS,87.90A
588093,22,MAISON ENFANCE FAMILLE METROPOLE ROUBAIX TOURCOING,87.90A
588096,22,EHPAD LES OYATS,87.10A
588097,22,EHPAD SAINT-JEAN,87.10A
588276,32,SERVICE DE SOINS DE SUITE ET DE READAPTATION,86.10Z
589008,22,CTRE DE LONG SEJOUR CTRE ST LUCIEN,86.10Z
